vessel_imo,country,port,date,inspection_type,number_of_deficiencies,detention
9224283,China Peoples's Republic,Yantai,2023-10-10,Follow-up inspection,0,N
9224283,United States of America,"Long Beach, California",2009-10-14,Standard Examination,0,N
9224283,China Peoples's Republic,Yantai,2023-10-09,Initial inspection,11,N
9224283,United States of America,"Long Beach, California",2008-10-02,Standard Examination,0,N
9224283,Singapore,Singapore,2023-05-05,Follow-up inspection,0,N
9224283,Canada,Dartmouth,2008-01-31,Initial inspection,0,N
9224283,Singapore,Singapore,2023-04-28,Initial inspection,4,Y
9224283,United States of America,"St. Croix, USVI",2007-09-17,Standard Examination,0,N
9224283,China Peoples's Republic,Ningbo,2018-11-29,Initial inspection,2,N
9224283,Italy,Siracusa,2007-07-17,More detailed inspection,2,N
9224283,United States of America,"Philadelphia, Pennsylvania",2018-07-10,Standard Examination,0,N
9224283,United States of America,"Port Arthur, Texas",2006-06-14,Standard Examination,0,N
9224283,Algeria,Arzew,2018-06-27,Initial inspection,0,N
9224283,Canada,Whiffen Head,2003-10-17,Initial inspection,0,N
9224283,Spain,Huelva,2017-11-27,Expanded inspection,0,N
9224283,United States of America,"Morgan City, Louisiana",2016-12-29,Standard Examination,0,N
9224283,Greece,Agioi Theodoroi,2016-08-05,Expanded inspection,0,N
9224283,Portugal,Sines,2014-06-19,Expanded inspection,0,N
9224283,Korea (Republic of),Gwangyang,2014-02-11,Initial inspection,2,N
9224283,United States of America,"Philadelphia, Pennsylvania",2013-08-28,Standard Examination,0,N
9224283,United States of America,"Philadelphia, Pennsylvania",2013-05-29,Standard Examination,0,N
9224441,Russia,Novorossiisk,2024-01-27,Expanded inspection,1,N
9224441,United States of America,"Morgan City, Louisiana",2007-10-30,Standard Examination,0,N
9224441,Russia,Novorossiisk,2023-11-08,Expanded inspection,0,N
9224441,Portugal,Setúbal,2007-05-09,Initial inspection,0,N
9224441,United States of America,"New Orleans, Louisiana",2021-01-01,Standard Examination,1,N
9224441,Italy,Siracusa,2006-09-18,Initial inspection,0,N
9224441,United Kingdom,Milford haven,2020-09-30,Expanded inspection,1,N
9224441,Canada,Saint john,2005-08-09,Initial inspection,0,N
9224441,Russia,Novorossiisk,2019-10-28,Expanded inspection,0,N
9224441,Germany,Wilhelmshaven,2004-06-16,Initial inspection,0,N
9224441,Lithuania,Klaipeda,2017-09-11,Expanded inspection,0,N
9224441,France,Donges,2003-07-09,Initial inspection,0,N
9224441,Turkey,Botas,2017-01-20,Initial inspection,0,N
9224441,Canada,Saint john,2002-11-01,Initial inspection,0,N
9224441,Russia,KavKaz,2015-04-27,Expanded inspection,0,N
9224441,Brazil,Sao Sebastiao Sp,2012-08-24,Initial inspection,0,N
9224441,Portugal,Setúbal,2012-03-14,Initial inspection,0,N
9224441,United States of America,"Morgan City, Louisiana",2012-02-02,Standard Examination,0,N
9224441,Venezuela,Puerto La Cruz,2011-03-06,Initial inspection,0,N
9224441,Italy,Milazzo,2011-01-11,Initial inspection,0,N
9224441,United States of America,Galveston,2010-10-19,Standard Examination,0,N
9224441,Spain,Castellón de la Plana,2010-02-14,More detailed inspection,8,N
9224441,United States of America,Galveston,2009-01-31,Standard Examination,0,N
9224441,United Kingdom,Finnart,2008-03-31,Initial inspection,0,N
9224465,Russia,Novorossiisk,2024-05-09,Expanded inspection,3,N
9224465,Italy,Siracusa,2008-02-20,Initial inspection,0,N
9224465,Russia,Novorossiisk,2024-02-06,More detailed inspection,3,N
9224465,France,Marseille,2007-02-20,Initial inspection,0,N
9224465,China Peoples's Republic,Lianyungang,2023-04-06,Initial inspection,8,N
9224465,France,Marseille,2006-11-14,Initial inspection,0,N
9224465,Russia,Novorossiisk,2023-02-16,More detailed inspection,3,N
9224465,United States of America,Galveston,2006-05-10,Standard Examination,0,N
9224465,Korea (Republic of),Ulsan,2021-05-28,Initial inspection,3,N
9224465,Croatia,Rijeka,2005-04-01,Initial inspection,0,N
9224465,United States of America,"Morgan City, Louisiana",2018-01-24,Standard Examination,0,N
9224465,Italy,Genova,2017-07-24,Expanded inspection,0,N
9224465,Russia,Novorossiisk,2017-07-05,Initial inspection,0,N
9224465,United States of America,"St. Croix, USVI",2016-12-23,Standard Examination,0,N
9224465,Colombia,Coveñas,2016-12-13,Initial inspection,0,N
9224465,United States of America,"Philadelphia, Pennsylvania",2015-07-07,Standard Examination,1,N
9224465,Portugal,Sines,2014-10-24,Expanded inspection,0,N
9224465,,,2011-06-27,,0,N
9224465,Estonia,Muuga,2010-08-16,Initial inspection,0,N
9224465,United States of America,Galveston,2009-10-08,Standard Examination,0,N
9224465,Netherlands,Rotterdam,2008-10-23,Initial inspection,0,N
9224465,Russia,Primorsk,2008-04-03,Initial inspection,0,N
9227443,Russia,Novorossiisk,2024-07-30,Expanded inspection,4,N
9227443,United States of America,"Port Arthur, Texas",2016-04-19,Standard Examination,0,N
9227443,Italy,Augusta,2005-02-23,Initial inspection,0,N
9227443,China Peoples's Republic,Qingdao,2023-02-27,Initial inspection,2,N
9227443,United States of America,"New Orleans, Louisiana",2015-03-29,Standard Examination,2,N
9227443,United Kingdom,Fawley,2004-08-10,Initial inspection,0,N
9227443,Russia,Taman,2020-11-03,Expanded inspection,2,N
9227443,Estonia,Muuga,2015-03-04,Expanded inspection,0,N
9227443,Canada,Quebec city,2003-10-24,Initial inspection,0,N
9227443,Singapore,Singapore,2020-02-19,Follow-up inspection,0,N
9227443,Italy,Milazzo,2014-03-31,Expanded inspection,0,N
9227443,Italy,Savona,2003-07-26,Initial inspection,0,N
9227443,Singapore,Singapore,2020-02-13,Initial inspection,1,N
9227443,United States of America,"Galveston, Texas",2012-09-20,Standard Examination,0,N
9227443,Russia,Novorossiysk,2002-05-21,Initial inspection,3,N
9227443,United States of America,"Port Arthur, Texas",2019-12-18,Standard Examination,0,N
9227443,Greece,Thessaloniki,2012-01-08,Initial inspection,0,N
9227443,United States of America,MSO Morgan City,2002-03-15,,0,N
9227443,Portugal,Sines,2019-10-27,Expanded inspection,0,N
9227443,Italy,Trieste,2011-02-24,Initial inspection,0,N
9227443,China Peoples's Republic,Zhoushan,2019-04-12,Initial inspection,2,N
9227443,United States of America,"New Orleans, Louisiana",2010-08-23,Standard Examination,0,N
9227443,Philippines,Batangas/Luzon,2018-10-22,Initial inspection,1,N
9227443,Canada,Dartmouth,2010-04-21,Initial inspection,0,N
9227443,Spain,Bilbao,2018-07-18,Expanded inspection,0,N
9227443,Spain,Cartagena,2009-10-30,More detailed inspection,3,N
9227443,United States of America,"Philadelphia, Pennsylvania",2017-07-29,Standard Examination,0,N
9227443,United States of America,Galveston,2009-10-02,Standard Examination,0,N
9227443,United States of America,"Philadelphia, Pennsylvania",2017-07-05,Standard Examination,2,N
9227443,France,Marseille,2009-03-25,More detailed inspection,0,N
9227443,Canada,Whiffen Head,2017-06-29,Expanded inspection,0,N
9227443,Germany,Wilhelmshaven,2008-08-07,Initial inspection,0,N
9227443,Russia,Novorossiisk,2017-04-17,More detailed inspection,1,N
9227443,Italy,Milazzo,2007-12-20,Initial inspection,0,N
9227443,China Peoples's Republic,Dalian,2016-11-28,Initial inspection,0,N
9227443,United States of America,"Port Arthur, Texas",2007-03-30,Standard Examination,0,N
9227443,United Kingdom,Greenock,2016-07-14,Expanded inspection,5,N
9227443,Italy,Trieste,2006-11-29,Initial inspection,0,N
9227443,United States of America,Galveston,2006-04-26,Standard Examination,0,N
9227443,Italy,Siracusa,2006-01-18,Initial inspection,0,N
9228332,Romania,Constanta,2017-05-10,Expanded inspection,16,Y
9228332,,,2017-05-10,Expanded inspection,16,
9228332,Bulgaria,Burgas,2010-08-03,More detailed inspection,0,N
9228332,Estonia,Muuga,2008-12-23,Initial inspection,0,N
9228332,Germany,Rostock,2008-07-02,More detailed inspection,0,N
9228332,Germany,Rostock,2007-12-28,More detailed inspection,2,N
9228332,Estonia,Muuga,2007-06-06,Initial inspection,0,N
9228332,Latvia,Ventspils,2006-09-27,Initial inspection,0,N
9228332,Estonia,Muuga,2006-02-08,Initial inspection,0,N
9228332,Latvia,Ventspils,2005-08-09,Initial inspection,0,N
9228332,Greece,Eleusis,2003-02-17,Initial inspection,0,N
9228332,Germany,Hamburg,2002-11-08,Initial inspection,2,N
9228332,Spain,Tarragona,2001-11-26,Initial inspection,0,N
9229374,Russia,Novorossiisk,2024-02-19,Expanded inspection,2,N
9229374,Spain,Algeciras,2004-07-13,Initial inspection,1,N
9229374,Russia,KavKaz,2020-01-13,Expanded inspection,1,N
9229374,United States of America,Philadelphia (Capt. of the port),2003-12-21,,0,N
9229374,Australia,Melbourne,2018-05-04,Follow-up inspection,0,N
9229374,Norway,Bergen,2003-11-27,More detailed inspection,0,N
9229374,Australia,Melbourne,2018-04-25,Follow-up inspection,0,N
9229374,Italy,Cagliari,2002-09-17,Initial inspection,0,N
9229374,Australia,Melbourne,2018-04-24,Initial inspection,9,Y
9229374,,,2018-04-24,Initial inspection,9,
9229374,Netherlands,Rotterdam,2018-02-23,Expanded inspection,0,N
9229374,Russia,Novorossiisk,2017-04-12,Initial inspection,0,N
9229374,Portugal,Sines,2015-01-01,Expanded inspection,0,N
9229374,France,Fos sur mer,2012-07-10,Initial inspection,1,N
9229374,United States of America,Galveston,2011-07-06,Standard Examination,0,N
9229374,Portugal,Sines,2011-03-16,More detailed inspection,4,N
9229374,United States of America,Galveston,2009-11-23,Standard Examination,0,N
9229374,Portugal,Sines,2009-05-22,Initial inspection,0,N
9229374,Netherlands,Rotterdam,2008-05-16,Initial inspection,0,N
9229374,United States of America,"Port Arthur, Texas",2007-03-18,Standard Examination,0,N
9229374,Croatia,Rijeka,2006-06-01,More detailed inspection,0,N
9229374,Croatia,Rijeka,2005-06-14,Initial inspection,0,N
9230971,China Peoples's Republic,Zhoushan,2024-03-05,Initial inspection,3,N
9230971,Italy,Augusta,2009-03-18,More detailed inspection,4,N
9230971,China Peoples's Republic,Yantai,2021-04-26,Initial inspection,3,N
9230971,Italy,Milazzo,2008-05-24,More detailed inspection,4,N
9230971,Singapore,Singapore,2019-11-13,Initial inspection,1,N
9230971,Italy,Gela,2007-11-07,More detailed inspection,0,N
9230971,Singapore,Singapore,2019-07-17,Initial inspection,3,N
9230971,Italy,Livorno,2007-04-19,Initial inspection,1,N
9230971,United States of America,"Corpus Christi, Texas",2019-03-30,Standard Examination,0,N
9230971,Russia,Primorsk,2006-09-11,Initial inspection,0,N
9230971,New Zealand,Marsden Point,2017-01-23,Follow-up inspection,0,N
9230971,France,Nantes,2006-01-18,More detailed inspection,0,N
9230971,,,2006-01-18,Initial inspection,0,
9230971,United Kingdom,Teesside,2005-11-09,More detailed inspection,2,N
9230971,Greece,Pachi,2015-08-22,Expanded inspection,0,N
9230971,Netherlands,Rotterdam,2005-01-31,Initial inspection,0,N
9230971,China Peoples's Republic,Zhoushan,2015-06-24,Initial inspection,5,N
9230971,France,Le havre,2004-07-21,More detailed inspection,0,N
9230971,Spain,Cartagena,2014-08-13,Expanded inspection,0,N
9230971,United States of America,MSO Port Arthur,2004-05-21,,0,N
9230971,United States of America,"New Orleans, Louisiana",2014-07-18,Standard Examination,0,N
9230971,Spain,Algeciras,2004-01-07,Initial inspection,3,N
9230971,France,Fort De France,2013-11-08,Initial inspection,0,N
9230971,Netherlands,Rotterdam,2003-04-10,Initial inspection,0,N
9230971,Russia,KavKaz,2013-07-14,Expanded inspection,0,N
9230971,Russia,Saint petersburg,2002-08-30,Initial inspection,0,N
9230971,Russia,Primorsk,2012-07-13,More detailed inspection,0,N
9230971,United Kingdom,Middlesbrough,2002-01-10,Initial inspection,0,N
9230971,Italy,Sarroch,2011-05-14,Initial inspection,0,N
9230971,Italy,Gela,2010-07-01,Initial inspection,0,N
9230971,Italy,Gela,2009-10-09,More detailed inspection,5,N
9231212,China Peoples's Republic,Qingdao,2024-07-06,Follow-up inspection,0,N
9231212,Italy,Trieste,2015-04-13,Expanded inspection,4,Y
9231212,United States of America,"Mobile, Alabama",2005-06-23,Standard Examination,0,N
9231212,China Peoples's Republic,Qingdao,2024-07-05,Initial inspection,2,N
9231212,Poland,Gdansk,2014-04-13,Expanded inspection,1,N
9231212,United States of America,"New Orleans, Louisiana",2005-05-23,Standard Examination,0,N
9231212,Russia,Vostochny,2023-11-14,Initial inspection,2,N
9231212,United States of America,"Mobile, Alabama",2012-09-06,Standard Examination,0,N
9231212,Germany,Wilhelmshaven,2005-05-02,Initial inspection,0,N
9231212,Russia,Vostochny,2023-06-05,Follow-up inspection,0,N
9231212,Turkey,Botas,2012-04-30,Initial inspection,0,N
9231212,United States of America,MSO New Orleans,2004-05-04,,0,N
9231212,Russia,Vostochny,2023-05-31,Initial inspection,3,N
9231212,Croatia,Rijeka,2012-04-06,More detailed inspection,0,N
9231212,Belgium,Antwerp,2003-09-03,Initial inspection,0,N
9231212,China Peoples's Republic,Tianjin,2022-11-17,Follow-up inspection,0,N
9231212,United States of America,"Philadelphia, Pennsylvania",2011-08-06,Standard Examination,1,N
9231212,Canada,Whiffen Head,2003-08-14,Initial inspection,0,N
9231212,,,2003-08-14,Initial inspection,2,
9231212,Netherlands,Rotterdam,2011-05-09,Initial inspection,0,N
9231212,Spain,Bilbao,2021-03-17,Expanded inspection,0,N
9231212,United States of America,"Port Arthur, Texas",2011-03-03,Standard Examination,0,N
9231212,China Peoples's Republic,Zhoushan,2019-08-15,Initial inspection,21,N
9231212,Australia,Sydney,2010-12-08,Initial inspection,0,N
9231212,Australia,Fremantle,2019-02-21,Follow-up inspection,0,N
9231212,,,2010-12-08,,0,N
9231212,Australia,Fremantle,2019-02-15,Initial inspection,3,N
9231212,,,2010-10-12,,0,N
9231212,,,2010-10-12,Initial inspection,3,
9231212,,,2010-09-27,,0,N
9231212,Russia,Vostochny,2017-09-22,Initial inspection,0,N
9231212,Latvia,Ventspils,2010-01-07,Initial inspection,0,N
9231212,United States of America,Guam,2017-06-03,Standard Examination,0,N
9231212,United States of America,"Corpus Christi, Texas",2009-02-15,Standard Examination,1,N
9231212,Bulgaria,Burgas,2017-01-25,Expanded inspection,0,N
9231212,Russia,Primorsk,2008-09-04,Initial inspection,0,N
9231212,,,2008-09-04,Expanded inspection,0,
9231212,Bulgaria,Burgas,2008-02-14,Initial inspection,0,N
9231212,Russia,Vostochny,2016-11-10,Initial inspection,0,N
9231212,Italy,Augusta,2007-05-29,Initial inspection,0,N
9231212,France,Nantes,2015-09-08,More detailed inspection,2,N
9231212,United States of America,"Morgan City, Louisiana",2006-05-29,Standard Examination,0,N
9231212,United States of America,"Corpus Christi, Texas",2006-05-16,Standard Examination,0,N
9231212,Canada,Whiffen Head,2006-02-24,Initial inspection,0,N
9231468,Russia,Novorossiisk,2023-08-08,Expanded inspection,1,N
9231468,United Kingdom,Falmouth,2012-01-19,More detailed inspection,0,N
9231468,Turkey,Iskenderun,2023-05-23,More detailed inspection,8,N
9231468,United States of America,"Houston, Texas",2011-12-19,Standard Examination,1,N
9231468,Greece,Kalilimenes,2022-05-08,Expanded inspection,2,N
9231468,Australia,Westernport,2011-06-02,Initial inspection,0,N
9231468,Ukraine,Odesa,2021-05-15,Initial inspection,0,N
9231468,,,2011-06-02,,0,N
9231468,Italy,Sarroch,2021-04-24,Expanded inspection,3,N
9231468,,,2011-01-30,,0,N
9231468,Italy,Milazzo,2020-06-16,Expanded inspection,5,N
9231468,United States of America,"Mobile, Alabama",2010-07-20,Standard Examination,0,N
9231468,Turkey,Botas,2020-02-18,Initial inspection,0,N
9231468,United States of America,"Port Arthur, Texas",2009-01-07,Standard Examination,0,N
9231468,Russia,Taman,2019-12-21,Initial inspection,2,N
9231468,,,2008-07-22,,0,N
9231468,Turkey,Botas,2019-07-08,Initial inspection,0,N
9231468,Latvia,Ventspils,2007-06-20,Initial inspection,0,N
9231468,Germany,Wilhelmshaven,2019-04-16,Expanded inspection,4,N
9231468,United States of America,"Houston, Texas",2006-12-12,Standard Examination,1,N
9231468,Turkey,Botas,2018-08-08,Initial inspection,0,N
9231468,Estonia,Muuga,2006-04-27,Initial inspection,0,N
9231468,Belgium,Antwerp,2018-04-24,Expanded inspection,5,N
9231468,United States of America,"Galveston, Texas",2006-01-23,Standard Examination,0,N
9231468,Russia,Tuapse,2017-02-27,Initial inspection,0,N
9231468,Spain,Tarragona,2005-09-01,More detailed inspection,0,N
9231468,Italy,Venezia,2017-02-01,Expanded inspection,0,N
9231468,France,Le havre,2004-06-23,Initial inspection,1,N
9231468,United Kingdom,Fawley,2015-12-07,Expanded inspection,3,N
9231468,United States of America,MSO Port Arthur,2003-12-28,,0,N
9231468,Australia,Dampier,2015-02-16,Initial inspection,0,N
9231468,United States of America,MSU Galveston,2003-11-24,,3,N
9231468,,,2003-11-24,Initial inspection,0,
9231468,France,Le havre,2003-05-11,Initial inspection,0,N
9231468,Korea (Republic of),Daesan,2013-10-11,Initial inspection,0,N
9231468,Norway,Haugesund,2002-09-02,Initial inspection,0,N
9231509,China Peoples's Republic,Yantai,2019-06-25,Initial inspection,2,N
9231509,United States of America,"Corpus Christi, Texas",2008-04-28,Standard Examination,0,N
9231509,Russia,Taman,2019-03-04,Expanded inspection,3,N
9231509,United Kingdom,Finnart,2008-01-31,More detailed inspection,0,N
9231509,Spain,Bilbao,2018-07-22,Expanded inspection,0,N
9231509,United States of America,"Long Beach, California",2007-04-25,Standard Examination,0,N
9231509,United States of America,"Philadelphia, Pennsylvania",2018-06-18,Standard Examination,0,N
9231509,United States of America,"Long Beach, California",2006-05-31,Standard Examination,0,N
9231509,Portugal,Sines,2017-04-01,Expanded inspection,0,N
9231509,United States of America,"Seattle, Washington",2005-10-20,Standard Examination,0,N
9231509,United States of America,"Mobile, Alabama",2016-07-30,Standard Examination,0,N
9231509,United States of America,"Long Beach, California",2005-05-10,Standard Examination,1,N
9231509,Philippines,Bataan & North Harbor,2016-04-01,Initial inspection,0,N
9231509,United States of America,MSO Los Angeles/ Long Beach,2004-06-04,,0,N
9231509,Lithuania,Klaipeda,2015-12-28,Expanded inspection,0,N
9231509,United States of America,MSO Morgan City,2003-07-03,,0,N
9231509,Italy,Augusta,2015-01-12,Expanded inspection,1,N
